phenoname,ancestry,trait_type,category,n_cases,n_controls,description,phecode_category,description_more
252,eur,binary,phecode,1019,97561,Disorders of parathyroid gland,Endocrine/metabolic,NA
252.1,afr,binary,phecode,334,39755,Hyperparathyroidism,Endocrine/metabolic,NA
252.1,eur,binary,phecode,876,97752,Hyperparathyroidism,Endocrine/metabolic,NA
253,eur,binary,phecode,603,97930,Disorders of the pituitary gland and its hypothalamic control,Endocrine/metabolic,NA
255,afr,binary,phecode,280,39810,Disorders of adrenal glands,Endocrine/metabolic,NA
255,eur,binary,phecode,993,97224,Disorders of adrenal glands,Endocrine/metabolic,NA
255.2,eur,binary,phecode,427,98591,Adrenal hypofunction,Endocrine/metabolic,NA
255.21,eur,binary,phecode,413,98623,Glucocorticoid deficiency,Endocrine/metabolic,NA
256,eur,binary,phecode,560,59149,Ovarian dysfunction,Endocrine/metabolic,NA
256.4,eur,binary,phecode,470,59352,Polycystic ovaries,Endocrine/metabolic,NA
257,eur,binary,phecode,705,36815,Testicular dysfunction,Endocrine/metabolic,NA
257.1,eur,binary,phecode,680,36867,Testicular hypofunction,Endocrine/metabolic,NA
259,eur,binary,phecode,324,98056,Other endocrine disorders,Endocrine/metabolic,NA
260,afr,binary,phecode,528,38952,Protein-calorie malnutrition,Endocrine/metabolic,NA
260,amr,binary,phecode,407,31250,Protein-calorie malnutrition,Endocrine/metabolic,NA
260,eur,binary,phecode,1434,95658,Protein-calorie malnutrition,Endocrine/metabolic,NA
261,afr,binary,phecode,2655,33945,Vitamin deficiency,Endocrine/metabolic,NA
261,amr,binary,phecode,2014,27339,Vitamin deficiency,Endocrine/metabolic,NA
261,eas,binary,phecode,287,3341,Vitamin deficiency,Endocrine/metabolic,NA
261,eur,binary,phecode,9477,78465,Vitamin deficiency,Endocrine/metabolic,NA
261,sas,binary,phecode,225,1853,Vitamin deficiency,Endocrine/metabolic,NA
261.2,afr,binary,phecode,427,38922,Vitamin B-complex deficiencies,Endocrine/metabolic,NA
261.2,amr,binary,phecode,323,31346,Vitamin B-complex deficiencies,Endocrine/metabolic,NA
261.2,eur,binary,phecode,2066,93008,Vitamin B-complex deficiencies,Endocrine/metabolic,NA
261.4,afr,binary,phecode,1769,34648,Vitamin D deficiency,Endocrine/metabolic,NA
261.4,amr,binary,phecode,1437,27844,Vitamin D deficiency,Endocrine/metabolic,NA
261.4,eas,binary,phecode,233,3383,Vitamin D deficiency,Endocrine/metabolic,NA
261.4,eur,binary,phecode,6101,81382,Vitamin D deficiency,Endocrine/metabolic,NA
269,afr,binary,phecode,410,38916,Proteinuria,Endocrine/metabolic,NA
269,amr,binary,phecode,289,31272,Proteinuria,Endocrine/metabolic,NA
269,eur,binary,phecode,720,96804,Proteinuria,Endocrine/metabolic,NA
270,afr,binary,phecode,230,39527,Disorders of protein plasma/amino-acid transport and metabolism,Endocrine/metabolic,NA
270,eur,binary,phecode,769,96388,Disorders of protein plasma/amino-acid transport and metabolism,Endocrine/metabolic,NA
270.3,eur,binary,phecode,599,96971,Disorders of plasma protein metabolism,Endocrine/metabolic,NA
270.32,eur,binary,phecode,318,98557,Paraproteinemia,Endocrine/metabolic,NA
271,eur,binary,phecode,586,92656,Disorders of carbohydrate transport and metabolism,Endocrine/metabolic,NA
271.3,eur,binary,phecode,478,92838,Intestinal disaccharidase deficiencies and disaccharide malabsorption,Endocrine/metabolic,NA
272,afr,binary,phecode,6695,29107,Disorders of lipoid metabolism,Endocrine/metabolic,NA
272,amr,binary,phecode,5657,22958,Disorders of lipoid metabolism,Endocrine/metabolic,NA
272,eas,binary,phecode,666,2890,Disorders of lipoid metabolism,Endocrine/metabolic,NA
272,eur,binary,phecode,29473,55940,Disorders of lipoid metabolism,Endocrine/metabolic,NA
272,sas,binary,phecode,417,1678,Disorders of lipoid metabolism,Endocrine/metabolic,NA
272.1,afr,binary,phecode,6645,29135,Hyperlipidemia,Endocrine/metabolic,NA
272.1,amr,binary,phecode,5615,22981,Hyperlipidemia,Endocrine/metabolic,NA
272.1,eas,binary,phecode,661,2891,Hyperlipidemia,Endocrine/metabolic,NA
272.1,eur,binary,phecode,29179,56103,Hyperlipidemia,Endocrine/metabolic,NA
272.1,sas,binary,phecode,411,1681,Hyperlipidemia,Endocrine/metabolic,NA
272.11,afr,binary,phecode,1295,36212,Hypercholesterolemia,Endocrine/metabolic,NA
272.11,amr,binary,phecode,1112,28795,Hypercholesterolemia,Endocrine/metabolic,NA
272.11,eur,binary,phecode,6973,81468,Hypercholesterolemia,Endocrine/metabolic,NA
272.12,amr,binary,phecode,253,31295,Hyperglyceridemia,Endocrine/metabolic,NA
272.12,eur,binary,phecode,843,96193,Hyperglyceridemia,Endocrine/metabolic,NA
272.13,afr,binary,phecode,581,37552,Mixed hyperlipidemia,Endocrine/metabolic,NA
272.13,amr,binary,phecode,583,29896,Mixed hyperlipidemia,Endocrine/metabolic,NA
272.13,eur,binary,phecode,2935,86022,Mixed hyperlipidemia,Endocrine/metabolic,NA
272.9,eur,binary,phecode,219,97799,Unspecified disorder of lipoid metabolism,Endocrine/metabolic,NA
274,afr,binary,phecode,789,38851,Gout and other crystal arthropathies,Endocrine/metabolic,NA
274,amr,binary,phecode,240,31763,Gout and other crystal arthropathies,Endocrine/metabolic,NA
274,eur,binary,phecode,2112,95116,Gout and other crystal arthropathies,Endocrine/metabolic,NA
274.1,afr,binary,phecode,725,38971,Gout,Endocrine/metabolic,NA
274.1,eur,binary,phecode,1771,95873,Gout,Endocrine/metabolic,NA
274.11,afr,binary,phecode,277,39832,Gouty arthropathy,Endocrine/metabolic,NA
274.11,eur,binary,phecode,447,98158,Gouty arthropathy,Endocrine/metabolic,NA
274.2,eur,binary,phecode,337,98623,Crystal arthropathies,Endocrine/metabolic,NA
274.21,eur,binary,phecode,294,98708,Chondrocalcinosis,Endocrine/metabolic,NA
275,afr,binary,phecode,1223,37193,Disorders of mineral metabolism,Endocrine/metabolic,NA
275,amr,binary,phecode,854,30182,Disorders of mineral metabolism,Endocrine/metabolic,NA
275,eur,binary,phecode,3100,90992,Disorders of mineral metabolism,Endocrine/metabolic,NA
275.1,eur,binary,phecode,394,98675,Disorders of iron metabolism,Hematopoietic,NA
275.3,afr,binary,phecode,263,38781,Disorders of magnesium metabolism,Endocrine/metabolic,NA
275.3,amr,binary,phecode,232,31350,Disorders of magnesium metabolism,Endocrine/metabolic,NA
275.3,eur,binary,phecode,577,96291,Disorders of magnesium metabolism,Endocrine/metabolic,NA
275.5,afr,binary,phecode,334,39122,Disorders of calcium/phosphorus metabolism,Endocrine/metabolic,NA
275.5,amr,binary,phecode,285,31233,Disorders of calcium/phosphorus metabolism,Endocrine/metabolic,NA
275.5,eur,binary,phecode,788,96003,Disorders of calcium/phosphorus metabolism,Endocrine/metabolic,NA
275.6,eur,binary,phecode,577,97028,Hypercalcemia,Endocrine/metabolic,NA
276,afr,binary,phecode,3633,32997,"Disorders of fluid, electrolyte, and acid-base balance",Endocrine/metabolic,NA
276,amr,binary,phecode,2758,26781,"Disorders of fluid, electrolyte, and acid-base balance",Endocrine/metabolic,NA
276,eur,binary,phecode,8976,80458,"Disorders of fluid, electrolyte, and acid-base balance",Endocrine/metabolic,NA
276.1,afr,binary,phecode,2329,34691,Electrolyte imbalance,Endocrine/metabolic,NA
276.1,amr,binary,phecode,1738,28186,Electrolyte imbalance,Endocrine/metabolic,NA
276.1,eur,binary,phecode,5797,84720,Electrolyte imbalance,Endocrine/metabolic,NA
276.12,afr,binary,phecode,207,38699,Hyposmolality and/or hyponatremia,Endocrine/metabolic,NA
276.12,amr,binary,phecode,316,30561,Hyposmolality and/or hyponatremia,Endocrine/metabolic,NA
276.12,eur,binary,phecode,934,93876,Hyposmolality and/or hyponatremia,Endocrine/metabolic,NA
276.13,afr,binary,phecode,259,38861,Hyperpotassemia,Endocrine/metabolic,NA
276.13,amr,binary,phecode,255,31116,Hyperpotassemia,Endocrine/metabolic,NA
276.13,eur,binary,phecode,627,95648,Hyperpotassemia,Endocrine/metabolic,NA
276.14,afr,binary,phecode,731,36634,Hypopotassemia,Endocrine/metabolic,NA
276.14,amr,binary,phecode,334,29922,Hypopotassemia,Endocrine/metabolic,NA
276.14,eur,binary,phecode,1531,90954,Hypopotassemia,Endocrine/metabolic,NA
276.4,afr,binary,phecode,486,38096,Acid-base balance disorder,Endocrine/metabolic,NA
276.4,amr,binary,phecode,380,30522,Acid-base balance disorder,Endocrine/metabolic,NA
276.4,eur,binary,phecode,747,95336,Acid-base balance disorder,Endocrine/metabolic,NA
276.41,afr,binary,phecode,250,38307,Acidosis,Endocrine/metabolic,NA
276.41,amr,binary,phecode,201,30666,Acidosis,Endocrine/metabolic,NA
276.41,eur,binary,phecode,320,95757,Acidosis,Endocrine/metabolic,NA
276.5,afr,binary,phecode,874,36850,Hypovolemia,Endocrine/metabolic,NA
276.5,amr,binary,phecode,708,29344,Hypovolemia,Endocrine/metabolic,NA
276.5,eur,binary,phecode,2081,90785,Hypovolemia,Endocrine/metabolic,NA
276.6,eur,binary,phecode,261,97895,Fluid overload,Endocrine/metabolic,NA
277,eur,binary,phecode,419,95638,Other disorders of metabolism,Endocrine/metabolic,NA
277.4,eur,binary,phecode,239,98422,Disorders of bilirubin excretion,Endocrine/metabolic,NA
277.5,eur,binary,phecode,347,97588,Other disorders of lipoid metabolism,Endocrine/metabolic,NA
277.51,eur,binary,phecode,270,98398,Lipoprotein disorders,Endocrine/metabolic,NA
277.7,eur,binary,phecode,355,98104,Dysmetabolic syndrome X,Endocrine/metabolic,NA
278,afr,binary,phecode,10628,26429,"Overweight, obesity and other hyperalimentation",Endocrine/metabolic,NA
278,amr,binary,phecode,7313,21498,"Overweight, obesity and other hyperalimentation",Endocrine/metabolic,NA
278,eas,binary,phecode,247,3495,"Overweight, obesity and other hyperalimentation",Endocrine/metabolic,NA
278,eur,binary,phecode,21985,67649,"Overweight, obesity and other hyperalimentation",Endocrine/metabolic,NA
278,sas,binary,phecode,231,1951,"Overweight, obesity and other hyperalimentation",Endocrine/metabolic,NA
278.1,afr,binary,phecode,9388,27855,Obesity,Endocrine/metabolic,NA
278.1,amr,binary,phecode,6261,22754,Obesity,Endocrine/metabolic,NA
278.1,eur,binary,phecode,18073,73119,Obesity,Endocrine/metabolic,NA
278.11,afr,binary,phecode,4992,32876,Morbid obesity,Endocrine/metabolic,NA
278.11,amr,binary,phecode,2595,27825,Morbid obesity,Endocrine/metabolic,NA
278.11,eur,binary,phecode,7906,86219,Morbid obesity,Endocrine/metabolic,NA
278.4,afr,binary,phecode,207,39141,Abnormal weight gain,Endocrine/metabolic,NA
278.4,eur,binary,phecode,1053,95117,Abnormal weight gain,Endocrine/metabolic,NA
279,afr,binary,phecode,324,39631,Disorders involving the immune mechanism,Endocrine/metabolic,NA
279,amr,binary,phecode,430,31311,Disorders involving the immune mechanism,Endocrine/metabolic,NA
279,eur,binary,phecode,2042,95124,Disorders involving the immune mechanism,Endocrine/metabolic,NA
279.1,eur,binary,phecode,712,97131,Immunity deficiency,Endocrine/metabolic,NA
279.11,eur,binary,phecode,421,98523,Deficiency of humoral immunity,Endocrine/metabolic,NA
280,afr,binary,phecode,1743,35922,Iron deficiency anemias,Hematopoietic,NA
280,amr,binary,phecode,1170,29324,Iron deficiency anemias,Hematopoietic,NA
280,eur,binary,phecode,3652,90248,Iron deficiency anemias,Hematopoietic,NA
280.1,afr,binary,phecode,1210,36353,"Iron deficiency anemias, unspecified or not due to blood loss",Hematopoietic,NA
280.1,amr,binary,phecode,836,29626,"Iron deficiency anemias, unspecified or not due to blood loss",Hematopoietic,NA
280.1,eur,binary,phecode,2779,91224,"Iron deficiency anemias, unspecified or not due to blood loss",Hematopoietic,NA
280.2,eur,binary,phecode,372,97102,Iron deficiency anemia secondary to blood loss (chronic),Hematopoietic,NA
281,eur,binary,phecode,753,97028,Other deficiency anemia,Hematopoietic,NA
281.1,eur,binary,phecode,527,98045,Megaloblastic anemia,Hematopoietic,NA
281.12,eur,binary,phecode,260,98561,Other vitamin B12 deficiency anemia,Hematopoietic,NA
282,afr,binary,phecode,558,39283,Hereditary hemolytic anemias,Hematopoietic,NA
282.5,afr,binary,phecode,424,39631,Sickle cell anemia,Hematopoietic,NA
284,eur,binary,phecode,333,98406,Aplastic anemia,Hematopoietic,NA
284.1,eur,binary,phecode,295,98510,Pancytopenia,Hematopoietic,NA
285,afr,binary,phecode,3673,31661,Other anemias,Hematopoietic,NA
285,amr,binary,phecode,2362,26071,Other anemias,Hematopoietic,NA
285,eur,binary,phecode,7974,79555,Other anemias,Hematopoietic,NA
285.1,eur,binary,phecode,340,95490,Acute posthemorrhagic anemia,Hematopoietic,NA
285.2,afr,binary,phecode,606,38694,Anemia of chronic disease,Hematopoietic,NA
285.2,amr,binary,phecode,458,31040,Anemia of chronic disease,Hematopoietic,NA
285.2,eur,binary,phecode,945,96454,Anemia of chronic disease,Hematopoietic,NA
285.21,afr,binary,phecode,276,39375,Anemia in chronic kidney disease,Hematopoietic,NA
285.21,eur,binary,phecode,234,98150,Anemia in chronic kidney disease,Hematopoietic,NA
285.22,eur,binary,phecode,231,98791,Anemia in neoplastic disease,Hematopoietic,NA
286,afr,binary,phecode,494,39036,Coagulation defects,Hematopoietic,NA
286,amr,binary,phecode,378,31221,Coagulation defects,Hematopoietic,NA
286,eur,binary,phecode,1854,94472,Coagulation defects,Hematopoietic,NA
286.2,afr,binary,phecode,452,38649,Encounter for long-term (current) use of anticoagulants,Hematopoietic,NA
286.2,eur,binary,phecode,1649,92773,Encounter for long-term (current) use of anticoagulants,Hematopoietic,NA
286.7,eur,binary,phecode,259,97400,Other and unspecified coagulation defects,Hematopoietic,NA
286.8,eur,binary,phecode,623,97960,Hypercoagulable state,Hematopoietic,NA
286.81,eur,binary,phecode,587,98087,Primary hypercoagulable state,Hematopoietic,NA
286.9,eur,binary,phecode,238,97742,Abnormal coagulation profile,Hematopoietic,NA
287,afr,binary,phecode,396,39082,Purpura and other hemorrhagic conditions,Hematopoietic,NA
287,amr,binary,phecode,436,31082,Purpura and other hemorrhagic conditions,Hematopoietic,NA
287,eur,binary,phecode,1810,93889,Purpura and other hemorrhagic conditions,Hematopoietic,NA
287.3,afr,binary,phecode,354,39184,Thrombocytopenia,Hematopoietic,NA
287.3,amr,binary,phecode,393,31197,Thrombocytopenia,Hematopoietic,NA
287.3,eur,binary,phecode,1477,95013,Thrombocytopenia,Hematopoietic,NA
288,afr,binary,phecode,459,38187,Diseases of white blood cells,Hematopoietic,NA
288,amr,binary,phecode,372,30062,Diseases of white blood cells,Hematopoietic,NA
288,eur,binary,phecode,1497,91800,Diseases of white blood cells,Hematopoietic,NA
288.1,afr,binary,phecode,403,39286,Decreased white blood cell count,Hematopoietic,NA
288.1,amr,binary,phecode,270,31594,Decreased white blood cell count,Hematopoietic,NA
288.1,eur,binary,phecode,1326,95835,Decreased white blood cell count,Hematopoietic,NA
288.11,eur,binary,phecode,612,97727,Neutropenia,Hematopoietic,NA
288.2,afr,binary,phecode,361,38425,Elevated white blood cell count,Hematopoietic,NA
288.2,amr,binary,phecode,267,30250,Elevated white blood cell count,Hematopoietic,NA
288.2,eur,binary,phecode,1117,92759,Elevated white blood cell count,Hematopoietic,NA
289,eur,binary,phecode,712,96020,Other diseases of blood and blood-forming organs,Hematopoietic,NA
289.4,afr,binary,phecode,776,37714,Lymphadenitis,Hematopoietic,NA
289.4,amr,binary,phecode,529,30473,Lymphadenitis,Hematopoietic,NA
289.4,eur,binary,phecode,2378,91737,Lymphadenitis,Hematopoietic,NA
290,afr,binary,phecode,204,39821,Delirium dementia and amnestic and other cognitive disorders,Mental,NA
290,eur,binary,phecode,738,97157,Delirium dementia and amnestic and other cognitive disorders,Mental,NA
290.1,eur,binary,phecode,514,98379,Dementias,Mental,NA
291,eur,binary,phecode,799,94928,Other specified nonpsychotic and/or transient mental disorders,Mental,NA
291.4,eur,binary,phecode,267,97972,Specific nonpsychotic mental disorders due to brain damage,Mental,NA
291.8,eur,binary,phecode,353,96408,Alteration of consciousness,Mental,NA
292,afr,binary,phecode,1623,36362,Neurological disorders,Mental,NA
292,amr,binary,phecode,1177,29409,Neurological disorders,Mental,NA
292,eur,binary,phecode,5797,86762,Neurological disorders,Mental,NA
292.1,afr,binary,phecode,332,39492,Aphasia/speech disturbance,Mental,NA
292.1,amr,binary,phecode,249,31691,Aphasia/speech disturbance,Mental,NA
292.1,eur,binary,phecode,1080,96172,Aphasia/speech disturbance,Mental,NA
292.2,eur,binary,phecode,291,97931,Mild cognitive impairment,Mental,NA
292.3,afr,binary,phecode,200,39421,Memory loss,Mental,NA
292.3,amr,binary,phecode,230,31301,Memory loss,Mental,NA
292.3,eur,binary,phecode,1141,94360,Memory loss,Mental,NA
292.4,afr,binary,phecode,329,38738,Altered mental status,Mental,NA
292.4,eur,binary,phecode,863,95770,Altered mental status,Mental,NA
293.1,afr,binary,phecode,383,38204,"Swelling, mass, or lump in head and neck [Space-occupying lesion, intracranial NOS]",Mental,NA
293.1,amr,binary,phecode,314,30864,"Swelling, mass, or lump in head and neck [Space-occupying lesion, intracranial NOS]",Mental,NA
293.1,eur,binary,phecode,1127,94171,"Swelling, mass, or lump in head and neck [Space-occupying lesion, intracranial NOS]",Mental,NA
295,afr,binary,phecode,1240,38144,Schizophrenia and other psychotic disorders,Mental,NA
295,amr,binary,phecode,406,31412,Schizophrenia and other psychotic disorders,Mental,NA
295,eur,binary,phecode,969,97193,Schizophrenia and other psychotic disorders,Mental,NA
295.1,afr,binary,phecode,969,38741,Schizophrenia,Mental,NA
295.1,amr,binary,phecode,257,31780,Schizophrenia,Mental,NA
295.1,eur,binary,phecode,584,98402,Schizophrenia,Mental,NA
295.3,eur,binary,phecode,200,98300,Psychosis,Mental,NA
296,afr,binary,phecode,7749,30493,Mood disorders,Mental,NA
296,amr,binary,phecode,6189,24500,Mood disorders,Mental,NA
296,eas,binary,phecode,369,3467,Mood disorders,Mental,NA
296,eur,binary,phecode,23610,70000,Mood disorders,Mental,NA
296,sas,binary,phecode,259,2004,Mood disorders,Mental,NA
296.1,afr,binary,phecode,1247,37862,Bipolar,Mental,NA
296.1,amr,binary,phecode,625,30777,Bipolar,Mental,NA
296.1,eur,binary,phecode,2865,92758,Bipolar,Mental,NA
296.2,afr,binary,phecode,6928,31513,Depression,Mental,NA
296.2,amr,binary,phecode,5750,25131,Depression,Mental,NA
296.2,eas,binary,phecode,340,3503,Depression,Mental,NA
296.2,eur,binary,phecode,21381,72607,Depression,Mental,NA
296.2,sas,binary,phecode,236,2038,Depression,Mental,NA
296.22,afr,binary,phecode,3047,33044,Major depressive disorder,Mental,NA
296.22,amr,binary,phecode,2251,26163,Major depressive disorder,Mental,NA
296.22,eur,binary,phecode,9034,76646,Major depressive disorder,Mental,NA
297,afr,binary,phecode,433,38533,Suicidal ideation or attempt,Mental,NA
297,amr,binary,phecode,269,31135,Suicidal ideation or attempt,Mental,NA
297,eur,binary,phecode,852,95873,Suicidal ideation or attempt,Mental,NA
297.1,afr,binary,phecode,283,38818,Suicidal ideation,Mental,NA
297.1,eur,binary,phecode,452,96688,Suicidal ideation,Mental,NA
297.2,eur,binary,phecode,223,98879,Suicide or self-inflicted injury,Mental,NA
300,afr,binary,phecode,4808,31603,Anxiety disorders,Mental,NA
300,amr,binary,phecode,4527,23916,Anxiety disorders,Mental,NA
300,eas,binary,phecode,337,3366,Anxiety disorders,Mental,NA
300,eur,binary,phecode,19466,66511,Anxiety disorders,Mental,NA
300,sas,binary,phecode,209,1927,Anxiety disorders,Mental,NA
300.1,afr,binary,phecode,3529,32875,Anxiety disorder,Mental,NA
300.1,amr,binary,phecode,3613,24621,Anxiety disorder,Mental,NA
