Trait,Trait_Type,Meta_Group,Category,SubCategory,Description,num_samples.META,num_cases.META,num_controls.META,num_samples.AFR,num_cases.AFR,num_controls.AFR,num_samples.AMR,num_cases.AMR,num_controls.AMR,num_samples.EAS,num_cases.EAS,num_controls.EAS,num_samples.EUR,num_cases.EUR,num_controls.EUR,dbgap_cat.AFR,dbgap_cat.AMR,dbgap_cat.EAS,dbgap_cat.EUR,dbgap_cat.META,dbgap_cat.pheno
DadCaBrst,binary,AfE,Surveys,Family History,"Biological Father:  Cancer, Breast ",371173,1736,369437,55505,346,55159,NA,NA,NA,NA,NA,NA,315668,1390,314278,SENSITIVE,NA,NA,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE
DadCaColon,binary,AfAdE,Surveys,Family History,"Biological Father:  Cancer, Colon",400487,16595,383892,55505,1987,53518,29314,885,28429,NA,NA,NA,315668,13723,301945,NOT_SENSITIVE,NOT_SENSITIVE,NA,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE
DadCaLung,binary,AfAdE,Surveys,Family History,"Biological Father:  Cancer, Lung",400487,26617,373870,55505,2712,52793,29314,1048,28266,NA,NA,NA,315668,22857,292811,NOT_SENSITIVE,NOT_SENSITIVE,NA,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE
DadCaOth,binary,ALL,Surveys,Family History,"Biological Father:  Cancer, all others",404034,33892,370142,55505,2499,53006,29314,1755,27559,3547,243,3304,315668,29395,286273,NOT_SENSITIVE,NOT_SENSITIVE,SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE
DadCaPros,binary,AfAdE,Surveys,Family History,"Biological Father:  Cancer, Prostate",400487,30319,370168,55505,4328,51177,29314,1724,27590,NA,NA,NA,315668,24267,291401,NOT_SENSITIVE,NOT_SENSITIVE,NA,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE
DadCaSkin,binary,AfAdE,Surveys,Family History,"Biological Father:  Cancer, Skin",400487,21721,378766,55505,218,55287,29314,632,28682,NA,NA,NA,315668,20871,294797,SENSITIVE,NOT_SENSITIVE,NA,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE
DadCircCAD,binary,ALL,Surveys,Family History,Biological Father: Coronary Artery / Coronary Heart Disease,404034,88895,315139,55505,5507,49998,29314,4348,24966,3547,456,3091,315668,78584,237084,NOT_SENSITIVE,NOT_SENSITIVE,SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE
DadCircChol,binary,ALL,Surveys,Family History,Biological Father: High cholesterol,404034,56435,347599,55505,5446,50059,29314,4253,25061,3547,628,2919,315668,46108,269560,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE
DadCircHTN,binary,ALL,Surveys,Family History,Biological Father: High blood pressure,404034,99108,304926,55505,13881,41624,29314,6714,22600,3547,1056,2491,315668,77457,238211,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE
DadCircStrk,binary,ALL,Surveys,Family History,Biological Father: Stroke / Transient Ischemic Attack (TIA),404034,37860,366174,55505,4135,51370,29314,2492,26822,3547,403,3144,315668,30830,284838,NOT_SENSITIVE,NOT_SENSITIVE,SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE
DadDoAsth,binary,AfAdE,Surveys,Family History,Biological Father: Asthma,400487,10518,389969,55505,1192,54313,29314,680,28634,NA,NA,NA,315668,8646,307022,NOT_SENSITIVE,NOT_SENSITIVE,NA,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE
DadDoDM,binary,ALL,Surveys,Family History,"Biological Father: Diabetes / ""Sugar""",404034,49407,354627,55505,7335,48170,29314,5043,24271,3547,545,3002,315668,36484,279184,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE
DadDoKid,binary,AfAdE,Surveys,Family History,Biological Father: Kidney Disease,400487,10011,390476,55505,1526,53979,29314,789,28525,NA,NA,NA,315668,7696,307972,NOT_SENSITIVE,NOT_SENSITIVE,NA,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE
DadDoLiver,binary,AfAdE,Surveys,Family History,Biological Father: Liver Condition,400487,11064,389423,55505,1394,54111,29314,955,28359,NA,NA,NA,315668,8715,306953,NOT_SENSITIVE,NOT_SENSITIVE,NA,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE
DadDoLung,binary,AfAdE,Surveys,Family History,"Biological Father: Chronic Lung Disease including COPD, Emphysema or Bronchitis",400487,30959,369528,55505,1916,53589,29314,1280,28034,NA,NA,NA,315668,27763,287905,NOT_SENSITIVE,NOT_SENSITIVE,NA,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE
DadMHBPD,binary,AfAdE,Surveys,Family History,Biological Father: Bipolar Disorder,400487,2880,397607,55505,323,55182,29314,216,29098,NA,NA,NA,315668,2341,313327,SENSITIVE,SENSITIVE,NA,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE
DadMHDep,binary,AfAdE,Surveys,Family History,Biological Father: Depression,400487,17410,383077,55505,1470,54035,29314,1272,28042,NA,NA,NA,315668,14668,301000,NOT_SENSITIVE,NOT_SENSITIVE,NA,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE
DadMHSCZ,binary,AfE,Surveys,Family History,Biological Father: Schizophrenia,371173,1411,369762,55505,309,55196,NA,NA,NA,NA,NA,NA,315668,1102,314566,SENSITIVE,NA,NA,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE
DadNSAlz,binary,AfAdE,Surveys,Family History,Biological Father: Alzheimer's / Other Dementia,400487,23602,376885,55505,2411,53094,29314,1591,27723,NA,NA,NA,315668,19600,296068,NOT_SENSITIVE,NOT_SENSITIVE,NA,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE
Diastolic_Max_INT,qt,ALL,Vitals,Vitals,"diastolic blood pressure (DBP, maximum, inv-normal transformed)",609354,NA,NA,119274,NA,NA,57979,NA,NA,6421,NA,NA,425680,NA,NA,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE
Diastolic_Mean_INT,qt,ALL,Vitals,Vitals,"diastolic blood pressure (DBP, mean, inv-normal transformed)",609486,NA,NA,119332,NA,NA,57990,NA,NA,6421,NA,NA,425743,NA,NA,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE
Diastolic_Min_INT,qt,ALL,Vitals,Vitals,"diastolic blood pressure (DBP, minimum, inv-normal transformed)",609477,NA,NA,119331,NA,NA,57991,NA,NA,6420,NA,NA,425735,NA,NA,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE
DoApnea,binary,ALL,Surveys,Disease Diagnosis,Sleep apnea,404034,104644,299390,55505,15464,40041,29314,8570,20744,3547,1039,2508,315668,79571,236097,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE
DoApneaMed,binary,ALL,Surveys,Disease Diagnosis,Takes medication for Sleep apnea?,404034,33585,370449,55505,6347,49158,29314,2840,26474,3547,287,3260,315668,24111,291557,NOT_SENSITIVE,NOT_SENSITIVE,SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE
DoAsth,binary,ALL,Surveys,Disease Diagnosis,Asthma,404034,35610,368424,55505,5678,49827,29314,2887,26427,3547,388,3159,315668,26657,289011,NOT_SENSITIVE,NOT_SENSITIVE,SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE
DoAsthMed,binary,ALL,Surveys,Disease Diagnosis,Takes medication for asthma?,404034,25184,378850,55505,4269,51236,29314,2023,27291,3547,263,3284,315668,18629,297039,NOT_SENSITIVE,NOT_SENSITIVE,SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE
DoBPH,binary,ALL,Surveys,Disease Diagnosis,Enlarged Prostrate (Benign Prostatic Hyperplasia),370821,76539,294282,48011,7836,40175,26428,4625,21803,3181,470,2711,293201,63608,229593,NOT_SENSITIVE,NOT_SENSITIVE,SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE
DoBPHMed,binary,ALL,Surveys,Disease Diagnosis,Takes medication for enlarged prostrate (Benign prostatic hyperplasia)?,370821,42379,328442,48011,4996,43015,26428,2809,23619,3181,306,2875,293201,34268,258933,NOT_SENSITIVE,NOT_SENSITIVE,SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE
DoDM,binary,ALL,Surveys,Disease Diagnosis,"Diabetes / ""Sugar""",404034,106795,297239,55505,16718,38787,29314,8910,20404,3547,1007,2540,315668,80160,235508,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE
DoDMMed,binary,ALL,Surveys,Disease Diagnosis,Takes medication for Diabetes/sugar?,404034,89399,314635,55505,13958,41547,29314,7497,21817,3547,852,2695,315668,67092,248576,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE
DoLiver,binary,AfAdE,Surveys,Disease Diagnosis,Liver condition (ex. Cirrhosis),400487,11691,388796,55505,1941,53564,29314,1301,28013,NA,NA,NA,315668,8449,307219,NOT_SENSITIVE,NOT_SENSITIVE,NA,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE
DoLiverMed,binary,AfAdE,Surveys,Disease Diagnosis,Takes medication for liver condition (ex. Cirrhosis)?,400487,3757,396730,55505,765,54740,29314,395,28919,NA,NA,NA,315668,2597,313071,NOT_SENSITIVE,SENSITIVE,NA,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE
DoLung,binary,AfAdE,Surveys,Disease Diagnosis,"Chronic lung diseases including COPD, Emphysema and Bronchitis",400487,44938,355549,55505,4394,51111,29314,1812,27502,NA,NA,NA,315668,38732,276936,NOT_SENSITIVE,NOT_SENSITIVE,NA,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE
DoLungMed,binary,AfAdE,Surveys,Disease Diagnosis,"Takes medication for Chronic lung diseases including COPD, Emphysema and Bronchitis?",400487,30849,369638,55505,3204,52301,29314,1213,28101,NA,NA,NA,315668,26432,289236,NOT_SENSITIVE,NOT_SENSITIVE,NA,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE
DoSkin,binary,ALL,Surveys,Disease Diagnosis,"Skin condition (ex. Eczema, Psoriasis)",404034,42636,361398,55505,6069,49436,29314,3028,26286,3547,563,2984,315668,32976,282692,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE
DoSkinMed,binary,ALL,Surveys,Disease Diagnosis,"Takes medication for Skin condition (ex. Eczema, Psoriasis)?",404034,23637,380397,55505,3695,51810,29314,1700,27614,3547,345,3202,315668,17897,297771,NOT_SENSITIVE,NOT_SENSITIVE,SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE
DoThy,binary,ALL,Surveys,Disease Diagnosis,Thyroid problems,404034,39821,364213,55505,3597,51908,29314,2618,26696,3547,271,3276,315668,33335,282333,NOT_SENSITIVE,NOT_SENSITIVE,SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE
DoThyMed,binary,AfAdE,Surveys,Disease Diagnosis,Takes medication for Thyroid problems?,400487,30753,369734,55505,2440,53065,29314,2018,27296,NA,NA,NA,315668,26295,289373,NOT_SENSITIVE,NOT_SENSITIVE,NA,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE
eGFR_Max_INT,qt,ALL,Labs,Labs,"estimated glomerular filtration rate (eGFR, maximum, inv-norm transformed)",571227,NA,NA,110850,NA,NA,55242,NA,NA,6249,NA,NA,398886,NA,NA,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE
eGFR_Mean_INT,qt,ALL,Labs,Labs,"estimated glomerular filtration rate (eGFR, mean, inv-norm transformed)",571234,NA,NA,110856,NA,NA,55244,NA,NA,6248,NA,NA,398886,NA,NA,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE
eGFR_Min_INT,qt,ALL,Labs,Labs,"estimated glomerular filtration rate (eGFR, minimum, inv-norm transformed)",571230,NA,NA,110854,NA,NA,55243,NA,NA,6247,NA,NA,398886,NA,NA,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE
Eos_Abs_Max_INT,qt,ALL,Labs,Labs,"eosinophil (absolute count, maximum, inv-norm transformed)",447366,NA,NA,90403,NA,NA,42380,NA,NA,3995,NA,NA,310588,NA,NA,NOT_SENSITIVE,NOT_SENSITIVE,SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE
Eos_Abs_Mean_INT,qt,ALL,Labs,Labs,"eosinophil (absolute count, mean, inv-norm transformed)",447598,NA,NA,90448,NA,NA,42397,NA,NA,3996,NA,NA,310757,NA,NA,NOT_SENSITIVE,NOT_SENSITIVE,SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE
Eos_Abs_Min_INT,qt,ALL,Labs,Labs,"eosinophil (absolute count, minimum, inv-norm transformed)",447728,NA,NA,90479,NA,NA,42403,NA,NA,3997,NA,NA,310849,NA,NA,NOT_SENSITIVE,NOT_SENSITIVE,SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE
Eos_Fra_Max_INT,qt,ALL,Labs,Labs,"eosinophil (fraction, maximum, inv-norm transformed)",485659,NA,NA,98055,NA,NA,47410,NA,NA,4652,NA,NA,335542,NA,NA,NOT_SENSITIVE,NOT_SENSITIVE,SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE
Eos_Fra_Mean_INT,qt,ALL,Labs,Labs,"eosinophil (fraction, mean, inv-norm transformed)",485659,NA,NA,98055,NA,NA,47410,NA,NA,4652,NA,NA,335542,NA,NA,NOT_SENSITIVE,NOT_SENSITIVE,SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE
Eos_Fra_Min_INT,qt,ALL,Labs,Labs,"eosinophil (fraction, minimum, inv-norm transformed)",485659,NA,NA,98055,NA,NA,47410,NA,NA,4652,NA,NA,335542,NA,NA,NOT_SENSITIVE,NOT_SENSITIVE,SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE
ESR_Max_INT,qt,AfAdE,Labs,Labs,"erythrocyte sedimentation rate (ESR, maximum, inv-norm transformed)",63090,NA,NA,11936,NA,NA,5718,NA,NA,NA,NA,NA,45436,NA,NA,NOT_SENSITIVE,NOT_SENSITIVE,NA,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE
ESR_Mean_INT,qt,AfAdE,Labs,Labs,"erythrocyte sedimentation rate (ESR, mean, inv-norm transformed)",63090,NA,NA,11936,NA,NA,5718,NA,NA,NA,NA,NA,45436,NA,NA,NOT_SENSITIVE,NOT_SENSITIVE,NA,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE
ESR_Min_INT,qt,AfAdE,Labs,Labs,"erythrocyte sedimentation rate (ESR, minimum, inv-norm transformed)",63086,NA,NA,11935,NA,NA,5718,NA,NA,NA,NA,NA,45433,NA,NA,NOT_SENSITIVE,NOT_SENSITIVE,NA,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE
FBrstFeed,binary,AfAdE,Surveys,Pregnancy,Did  you breastfeed your child/children for at least one month? ,15533,9236,6297,3435,1710,1725,1244,830,414,NA,NA,NA,10854,6696,4158,NOT_SENSITIVE,SENSITIVE,NA,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE
FBrthLbsFrst_INT,qt,AfAdE,Surveys,Pregnancy,"What was the birth weight of your first child? (pounds, inv-norm transformed)",14599,NA,NA,3265,NA,NA,1170,NA,NA,NA,NA,NA,10164,NA,NA,SENSITIVE,SENSITIVE,NA,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE
Ferritin_Max_INT,qt,ALL,Labs,Labs,"ferritin (maximum, inv-norm transformed)",133201,NA,NA,30746,NA,NA,11787,NA,NA,1165,NA,NA,89503,NA,NA,NOT_SENSITIVE,NOT_SENSITIVE,SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE
Ferritin_Mean_INT,qt,ALL,Labs,Labs,"ferritin (mean, inv-norm transformed)",133219,NA,NA,30754,NA,NA,11790,NA,NA,1162,NA,NA,89513,NA,NA,NOT_SENSITIVE,NOT_SENSITIVE,SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE
Ferritin_Min_INT,qt,ALL,Labs,Labs,"ferritin (minimum, inv-norm transformed)",133233,NA,NA,30762,NA,NA,11785,NA,NA,1163,NA,NA,89523,NA,NA,NOT_SENSITIVE,NOT_SENSITIVE,SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE
FMenoAge_INT,qt,AfE,Surveys,Women's Health,Age at menopause (inv-normal transformed),13373,NA,NA,2716,NA,NA,NA,NA,NA,NA,NA,NA,10657,NA,NA,SENSITIVE,NA,NA,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE
FMscrg,binary,AfAdE,Surveys,Pregnancy,Have you ever had a spontaneous miscarriage? ,17873,6297,11576,3999,1389,2610,1454,530,924,NA,NA,NA,12420,4378,8042,NOT_SENSITIVE,NOT_SENSITIVE,NA,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE
FPrdAge_INT,qt,AfAdE,Surveys,Women's Health,How old were you when you had your first menstrual period? (inv-normal transformed),21726,NA,NA,4549,NA,NA,1814,NA,NA,NA,NA,NA,15363,NA,NA,SENSITIVE,SENSITIVE,NA,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE
FPreg,binary,AfAdE,Surveys,Women's Health,Have you ever been pregnant? ,22869,17656,5213,4699,3922,777,1903,1436,467,NA,NA,NA,16267,12298,3969,NOT_SENSITIVE,SENSITIVE,NA,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE
FStllbrth,binary,AfE,Surveys,Pregnancy,Have you ever had a stillbirth? ,16337,830,15507,3979,261,3718,NA,NA,NA,NA,NA,NA,12358,569,11789,SENSITIVE,NA,NA,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE
GICeliacMed,binary,AfE,Surveys,Disease Diagnosis,Takes medication for celiac disease/sprue?,371173,1075,370098,55505,243,55262,NA,NA,NA,NA,NA,NA,315668,832,314836,SENSITIVE,NA,NA,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE
GICrohn,binary,AfE,Surveys,Disease Diagnosis,Crohn's Disease,371173,2567,368606,55505,311,55194,NA,NA,NA,NA,NA,NA,315668,2256,313412,SENSITIVE,NA,NA,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE
GICrohnMed,binary,AfE,Surveys,Disease Diagnosis,Takes medication for Crohn's disease?,371173,2340,368833,55505,388,55117,NA,NA,NA,NA,NA,NA,315668,1952,313716,SENSITIVE,NA,NA,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE
GIIBS,binary,AfAdE,Surveys,Disease Diagnosis,Irritable Bowel Syndrome (IBS),400487,19626,380861,55505,2434,53071,29314,1398,27916,NA,NA,NA,315668,15794,299874,NOT_SENSITIVE,NOT_SENSITIVE,NA,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE
GIIBSMed,binary,AfAdE,Surveys,Disease Diagnosis,Takes medication for irritable bowel syndrome (IBS)?,400487,8109,392378,55505,1322,54183,29314,615,28699,NA,NA,NA,315668,6172,309496,NOT_SENSITIVE,NOT_SENSITIVE,NA,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE
GIObst,binary,AfAdE,Surveys,Disease Diagnosis,Bowel obstruction,400487,10003,390484,55505,1803,53702,29314,794,28520,NA,NA,NA,315668,7406,308262,NOT_SENSITIVE,NOT_SENSITIVE,NA,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE
GIObstMed,binary,AfAdE,Surveys,Disease Diagnosis,Takes medication for bowel obstruction?,400487,4503,395984,55505,1091,54414,29314,420,28894,NA,NA,NA,315668,2992,312676,NOT_SENSITIVE,SENSITIVE,NA,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE
GIOth,binary,AfAdE,Surveys,Disease Diagnosis,Other digestive system problems,400487,22157,378330,55505,2664,52841,29314,1793,27521,NA,NA,NA,315668,17700,297968,NOT_SENSITIVE,NOT_SENSITIVE,NA,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE
GIOthMed,binary,AfAdE,Surveys,Disease Diagnosis,Takes medication for other digestive system problems?,400487,10234,390253,55505,1572,53933,29314,815,28499,NA,NA,NA,315668,7847,307821,NOT_SENSITIVE,NOT_SENSITIVE,NA,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE
GIPolyp,binary,ALL,Surveys,Disease Diagnosis,Colon Polyps,404034,88187,315847,55505,8522,46983,29314,5301,24013,3547,627,2920,315668,73737,241931,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE
GIPolypMed,binary,AfAdE,Surveys,Disease Diagnosis,Takes medication for colon polyps?,400487,6035,394452,55505,1153,54352,29314,489,28825,NA,NA,NA,315668,4393,311275,NOT_SENSITIVE,SENSITIVE,NA,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE
GIReflux,binary,ALL,Surveys,Disease Diagnosis,Acid Reflux/GERD,404034,133730,270304,55505,16132,39373,29314,8856,20458,3547,800,2747,315668,107942,207726,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE
GIRefluxMed,binary,ALL,Surveys,Disease Diagnosis,Takes medication for acid reflux/GERD?,404034,106100,297934,55505,12614,42891,29314,6770,22544,3547,581,2966,315668,86135,229533,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE
GIUC,binary,AfAdE,Surveys,Disease Diagnosis,Ulcerative Colitis,400487,5103,395384,55505,513,54992,29314,338,28976,NA,NA,NA,315668,4252,311416,NOT_SENSITIVE,SENSITIVE,NA,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE
GIUCMed,binary,AfAdE,Surveys,Disease Diagnosis,Takes medication for ulcerative colitis?,400487,3358,397129,55505,491,55014,29314,242,29072,NA,NA,NA,315668,2625,313043,SENSITIVE,SENSITIVE,NA,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE
GIUlcer,binary,AfAdE,Surveys,Disease Diagnosis,Peptic Ulcers,400487,13968,386519,55505,2076,53429,29314,963,28351,NA,NA,NA,315668,10929,304739,NOT_SENSITIVE,NOT_SENSITIVE,NA,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE
GIUlcerMed,binary,AfAdE,Surveys,Disease Diagnosis,Takes medication for peptic ulcers?,400487,7163,393324,55505,1221,54284,29314,510,28804,NA,NA,NA,315668,5432,310236,NOT_SENSITIVE,NOT_SENSITIVE,NA,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE
Glucose_Fasting_Max_INT,qt,AfE,Labs,Labs,"glucose (fasting, maximum, inv-norm transformed)",6721,NA,NA,1447,NA,NA,NA,NA,NA,NA,NA,NA,5274,NA,NA,SENSITIVE,NA,NA,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE
Glucose_Fasting_Mean_INT,qt,AfE,Labs,Labs,"glucose (fasting, mean, inv-norm transformed)",6713,NA,NA,1442,NA,NA,NA,NA,NA,NA,NA,NA,5271,NA,NA,SENSITIVE,NA,NA,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE
Glucose_Fasting_Min_INT,qt,AfE,Labs,Labs,"glucose (fasting, minimum, inv-norm transformed)",6706,NA,NA,1440,NA,NA,NA,NA,NA,NA,NA,NA,5266,NA,NA,SENSITIVE,NA,NA,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE
Glucose_FS_Max_INT,qt,AfAdE,Labs,Labs,"glucose (finger stick, maximum, inv-norm transformed)",106425,NA,NA,25915,NA,NA,10805,NA,NA,NA,NA,NA,69705,NA,NA,NOT_SENSITIVE,NOT_SENSITIVE,NA,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE
Glucose_FS_Mean_INT,qt,AfAdE,Labs,Labs,"glucose (finger stick, mean, inv-norm transformed)",106371,NA,NA,25893,NA,NA,10798,NA,NA,NA,NA,NA,69680,NA,NA,NOT_SENSITIVE,NOT_SENSITIVE,NA,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE
Glucose_FS_Min_INT,qt,AfAdE,Labs,Labs,"glucose (finger stick, minimum, inv-norm transformed)",106246,NA,NA,25853,NA,NA,10785,NA,NA,NA,NA,NA,69608,NA,NA,NOT_SENSITIVE,NOT_SENSITIVE,NA,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE
Glucose_Max_INT,qt,ALL,Labs,Labs,"glucose (fasting status unknown, maximum, inv-norm transformed)",601111,NA,NA,117850,NA,NA,57272,NA,NA,6318,NA,NA,419671,NA,NA,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE
Glucose_Mean_INT,qt,ALL,Labs,Labs,"glucose (fasting status unknown, mean, inv-norm transformed)",601780,NA,NA,118233,NA,NA,57284,NA,NA,6317,NA,NA,419946,NA,NA,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE
Glucose_Min_INT,qt,ALL,Labs,Labs,"glucose (fasting status unknown, minimum, inv-norm transformed)",600867,NA,NA,118147,NA,NA,57134,NA,NA,6299,NA,NA,419287,NA,NA,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE
HCT_Max_INT,qt,ALL,Labs,Labs,"hematocrit (maximum, inv-norm transformed)",584623,NA,NA,114986,NA,NA,55837,NA,NA,5964,NA,NA,407836,NA,NA,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE
