File: A1C_Mean_INT_enrichment.results
Category	Prop._SNPs	Prop._h2	Prop._h2_std_error	Enrichment	Enrichment_std_error	Enrichment_p
MAFbin7	5.9469e-02	5.8280e-01	1.2134e+00	9.8000e+00	2.0404e+01	1.8849e-01
MAFbin8	5.9765e-02	-1.0398e-01	9.3193e-01	-1.7399e+00	1.5593e+01	8.5210e-01
MAFbin9	6.0284e-02	4.3149e-01	1.1098e+00	7.1576e+00	1.8410e+01	6.6790e-01
MAFbin10	5.8711e-02	-7.2170e-01	1.7108e+00	-1.2292e+01	2.9138e+01	3.8387e-01
MAF_Adj_Predicted_Allele_Age	2.0228e-06	-4.7588e+00	9.7612e+00	-2.3525e+06	4.8255e+06	9.2313e-02
MAF_Adj_LLD_AFR	1.6675e-03	2.6734e+00	6.5551e+00	1.6033e+03	3.9311e+03	6.2535e-02
Recomb_Rate_10kb	1.5151e+00	9.9105e+00	1.4681e+01	6.5410e+00	9.6896e+00	4.5950e-01
Nucleotide_Diversity_10kb	4.4496e+00	9.5511e+00	1.0789e+01	2.1465e+00	2.4247e+00	6.0021e-02
Backgrd_Selection_Stat	1.8503e-01	-1.2413e-01	6.7242e-01	-6.7083e-01	3.6341e+00	1.7369e-01
CpG_Content_50kb	1.0097e-02	4.9021e-03	1.5657e-02	4.8549e-01	1.5507e+00	4.3744e-01

---

File: Phe_272_13_enrichment.results
Category	Prop._SNPs	Prop._h2	Prop._h2_std_error	Enrichment	Enrichment_std_error	Enrichment_p
020222_ATAC_Stim_TNFa	6.3614e-03	-1.3440e-01	2.2068e-01	-2.1128e+01	3.4690e+01	4.3083e-01
020222_ATAC_Stim_UT	6.4117e-03	-5.9494e-02	2.0851e-01	-9.2790e+00	3.2521e+01	7.3716e-01
ASoC_TNFa_11samp_WGS	5.5855e-04	3.3877e-02	7.3481e-02	6.0651e+01	1.3156e+02	6.4498e-01
ASoC_UT_11samp_WGS	4.8543e-04	4.5323e-02	6.4309e-02	9.3366e+01	1.3248e+02	4.1208e-01
MAFbin1	6.1034e-02	-1.8216e-01	1.4714e-01	-2.9845e+00	2.4108e+00	5.5328e-03
MAFbin2	5.9542e-02	-2.6800e-01	1.9266e-01	-4.5010e+00	3.2356e+00	1.0305e-03
MAFbin3	5.9394e-02	1.8084e-01	1.9134e-01	3.0448e+00	3.2215e+00	5.1625e-01
MAFbin4	6.0043e-02	4.7661e-01	3.7835e-01	7.9378e+00	6.3014e+00	1.5965e-01
MAFbin5	5.8625e-02	-6.5424e-02	1.2515e-01	-1.1160e+00	2.1348e+00	2.8424e-01
MAFbin6	5.9415e-02	8.9329e-03	1.0942e-01	1.5035e-01	1.8416e+00	6.1275e-01
MAFbin7	5.9469e-02	5.5490e-02	1.4788e-01	9.3308e-01	2.4867e+00	9.7853e-01
MAFbin8	5.9765e-02	5.1383e-01	2.6513e-01	8.5976e+00	4.4362e+00	4.9434e-03
MAFbin9	6.0284e-02	-1.7055e-01	1.5553e-01	-2.8290e+00	2.5800e+00	8.6871e-02
MAFbin10	5.8711e-02	-2.8272e-01	1.7123e-01	-4.8153e+00	2.9165e+00	7.0157e-03
MAF_Adj_Predicted_Allele_Age	2.0228e-06	-9.8088e-01	6.0980e-01	-4.8490e+05	3.0146e+05	7.1439e-02
MAF_Adj_LLD_AFR	1.6675e-03	-4.5417e-01	3.0760e-01	-2.7237e+02	1.8447e+02	1.5885e-01
Recomb_Rate_10kb	1.5151e+00	8.9389e-01	2.3084e+00	5.8998e-01	1.5236e+00	7.6842e-01
Nucleotide_Diversity_10kb	4.4496e+00	3.7250e+00	8.0092e-01	8.3714e-01	1.8000e-01	2.2942e-01
Backgrd_Selection_Stat	1.8503e-01	3.5054e-01	9.4118e-02	1.8945e+00	5.0865e-01	2.1401e-02
CpG_Content_50kb	1.0097e-02	1.2725e-02	1.5375e-03	1.2603e+00	1.5227e-01	4.7561e-02

---

File: Phe_272_1_enrichment.results
Category	Prop._SNPs	Prop._h2	Prop._h2_std_error	Enrichment	Enrichment_std_error	Enrichment_p
020222_ATAC_Stim_TNFa	6.3614e-03	-4.3952e-02	1.0769e-01	-6.9092e+00	1.6928e+01	6.3981e-01
020222_ATAC_Stim_UT	6.4117e-03	-2.0578e-02	1.0044e-01	-3.2094e+00	1.5665e+01	7.8807e-01
ASoC_TNFa_11samp_WGS	5.5855e-04	-1.6544e-02	4.3902e-02	-2.9619e+01	7.8599e+01	6.9355e-01
ASoC_UT_11samp_WGS	4.8543e-04	2.3480e-02	3.4971e-02	4.8368e+01	7.2041e+01	5.0157e-01
MAFbin1	6.1034e-02	3.1413e-02	6.0401e-02	5.1469e-01	9.8963e-01	6.2297e-01
MAFbin2	5.9542e-02	6.1541e-02	1.0296e-01	1.0336e+00	1.7293e+00	9.8440e-01
MAFbin3	5.9394e-02	1.3780e-01	1.1354e-01	2.3200e+00	1.9116e+00	4.8014e-01
MAFbin4	6.0043e-02	-2.0426e-02	1.0959e-01	-3.4019e-01	1.8253e+00	4.4561e-01
MAFbin5	5.8625e-02	8.9177e-02	1.0504e-01	1.5211e+00	1.7917e+00	7.6910e-01
MAFbin6	5.9415e-02	1.1822e-01	1.0769e-01	1.9897e+00	1.8125e+00	5.8059e-01
MAFbin7	5.9469e-02	7.2053e-02	5.9631e-02	1.2116e+00	1.0027e+00	8.3020e-01
MAFbin8	5.9765e-02	3.8143e-01	1.4316e-01	6.3822e+00	2.3955e+00	1.5670e-02
MAFbin9	6.0284e-02	-1.0072e-01	1.1765e-01	-1.6708e+00	1.9516e+00	1.4860e-01
MAFbin10	5.8711e-02	-8.2755e-02	7.5954e-02	-1.4095e+00	1.2937e+00	7.0977e-02
MAF_Adj_Predicted_Allele_Age	2.0228e-06	-8.9708e-01	2.8373e-01	-4.4347e+05	1.4026e+05	4.6069e-03
MAF_Adj_LLD_AFR	1.6675e-03	-7.4437e-01	2.4026e-01	-4.4640e+02	1.4408e+02	1.9846e-03
Recomb_Rate_10kb	1.5151e+00	1.7167e+00	1.0576e+00	1.1330e+00	6.9804e-01	8.4959e-01
Nucleotide_Diversity_10kb	4.4496e+00	3.3696e+00	4.5538e-01	7.5728e-01	1.0234e-01	6.7501e-03
Backgrd_Selection_Stat	1.8503e-01	2.2965e-01	4.1126e-02	1.2411e+00	2.2226e-01	2.8374e-01
CpG_Content_50kb	1.0097e-02	1.4033e-02	9.9562e-04	1.3898e+00	9.8604e-02	5.0026e-06

---

File: Phe_272_enrichment.results
Category	Prop._SNPs	Prop._h2	Prop._h2_std_error	Enrichment	Enrichment_std_error	Enrichment_p
020222_ATAC_Stim_TNFa	6.3614e-03	-5.2756e-02	1.0768e-01	-8.2932e+00	1.6928e+01	5.8292e-01
020222_ATAC_Stim_UT	6.4117e-03	-3.1121e-02	9.8905e-02	-4.8538e+00	1.5426e+01	7.0482e-01
ASoC_TNFa_11samp_WGS	5.5855e-04	-2.1351e-02	4.4499e-02	-3.8226e+01	7.9669e+01	6.1691e-01
ASoC_UT_11samp_WGS	4.8543e-04	2.1847e-02	3.5630e-02	4.5004e+01	7.3399e+01	5.4033e-01
MAFbin1	6.1034e-02	1.7140e-02	6.0297e-02	2.8082e-01	9.8793e-01	4.6373e-01
MAFbin2	5.9542e-02	5.8327e-02	1.0417e-01	9.7960e-01	1.7495e+00	9.9064e-01
MAFbin3	5.9394e-02	1.4500e-01	1.1680e-01	2.4414e+00	1.9665e+00	4.5361e-01
MAFbin4	6.0043e-02	-1.6938e-02	1.1120e-01	-2.8211e-01	1.8521e+00	4.7320e-01
MAFbin5	5.8625e-02	9.4559e-02	1.0656e-01	1.6130e+00	1.8176e+00	7.3363e-01
MAFbin6	5.9415e-02	1.2203e-01	1.1250e-01	2.0539e+00	1.8936e+00	5.7328e-01
MAFbin7	5.9469e-02	7.2585e-02	5.9087e-02	1.2205e+00	9.9356e-01	8.2120e-01
MAFbin8	5.9765e-02	3.9611e-01	1.5012e-01	6.6277e+00	2.5118e+00	1.6471e-02
MAFbin9	6.0284e-02	-1.0656e-01	1.1963e-01	-1.7676e+00	1.9844e+00	1.4229e-01
MAFbin10	5.8711e-02	-8.4773e-02	7.7142e-02	-1.4439e+00	1.3139e+00	7.1414e-02
MAF_Adj_Predicted_Allele_Age	2.0228e-06	-8.8837e-01	2.9164e-01	-4.3917e+05	1.4417e+05	6.3434e-03
MAF_Adj_LLD_AFR	1.6675e-03	-7.2140e-01	2.4351e-01	-4.3263e+02	1.4603e+02	3.0578e-03
Recomb_Rate_10kb	1.5151e+00	1.6363e+00	1.0873e+00	1.0800e+00	7.1763e-01	9.1107e-01
Nucleotide_Diversity_10kb	4.4496e+00	3.3743e+00	4.5354e-01	7.5832e-01	1.0193e-01	7.7153e-03
Backgrd_Selection_Stat	1.8503e-01	2.2814e-01	4.1471e-02	1.2330e+00	2.2413e-01	3.0692e-01
CpG_Content_50kb	1.0097e-02	1.4037e-02	1.0067e-03	1.3902e+00	9.9702e-02	3.8318e-06

---

File: Phe_275_enrichment.results
Category	Prop._SNPs	Prop._h2	Prop._h2_std_error	Enrichment	Enrichment_std_error	Enrichment_p
020222_ATAC_Stim_TNFa	6.3614e-03	-1.3846e+00	9.9119e+00	-2.1765e+02	1.5581e+03	3.0288e-01
020222_ATAC_Stim_UT	6.4117e-03	-2.5896e+00	1.9373e+01	-4.0388e+02	3.0214e+03	1.0437e-01
ASoC_TNFa_11samp_WGS	5.5855e-04	-8.0795e-01	5.8511e+00	-1.4465e+03	1.0475e+04	2.9884e-01
ASoC_UT_11samp_WGS	4.8543e-04	-2.6839e-01	1.8407e+00	-5.5288e+02	3.7919e+03	6.4177e-01
MAFbin1	6.1034e-02	-2.7907e-01	3.2047e+00	-4.5724e+00	5.2507e+01	7.6983e-01
MAFbin2	5.9542e-02	-1.7945e+00	1.3544e+01	-3.0139e+01	2.2748e+02	1.0197e-01
MAFbin3	5.9394e-02	3.8813e-01	3.6090e+00	6.5349e+00	6.0763e+01	7.6323e-01
MAFbin4	6.0043e-02	3.0787e-01	2.8137e+00	5.1274e+00	4.6862e+01	8.7735e-01
MAFbin5	5.8625e-02	2.3037e+00	1.7773e+01	3.9295e+01	3.0317e+02	9.3807e-02
MAFbin6	5.9415e-02	-3.7415e-01	3.1075e+00	-6.2972e+00	5.2302e+01	7.6362e-01
MAFbin7	5.9469e-02	4.9257e-01	3.6046e+00	8.2828e+00	6.0613e+01	4.8495e-01
MAFbin8	5.9765e-02	1.3635e+00	1.0711e+01	2.2814e+01	1.7922e+02	3.9227e-01
MAFbin9	6.0284e-02	-1.5270e+00	1.1567e+01	-2.5329e+01	1.9187e+02	1.6861e-01
MAFbin10	5.8711e-02	-1.6996e+00	1.3203e+01	-2.8948e+01	2.2488e+02	1.1030e-01
MAF_Adj_Predicted_Allele_Age	2.0228e-06	1.4029e+01	1.1305e+02	6.9352e+06	5.5888e+07	7.5361e-03
MAF_Adj_LLD_AFR	1.6675e-03	3.2195e+00	2.8219e+01	1.9307e+03	1.6923e+04	1.9046e-01
Recomb_Rate_10kb	1.5151e+00	4.8405e-01	2.3997e+01	3.1948e-01	1.5838e+01	9.4462e-01
Nucleotide_Diversity_10kb	4.4496e+00	1.4350e+00	3.1484e+01	3.2249e-01	7.0757e+00	5.3570e-01
Backgrd_Selection_Stat	1.8503e-01	9.9993e-01	6.9020e+00	5.4040e+00	3.7301e+01	8.6347e-02
CpG_Content_50kb	1.0097e-02	2.4370e-02	8.2687e-02	2.4135e+00	8.1891e+00	4.0371e-01

---

File: Phe_276_12_enrichment.results
Category	Prop._SNPs	Prop._h2	Prop._h2_std_error	Enrichment	Enrichment_std_error	Enrichment_p
020222_ATAC_Stim_TNFa	6.3614e-03	-4.4539e-01	7.3318e-01	-7.0015e+01	1.1526e+02	3.1672e-01
020222_ATAC_Stim_UT	6.4117e-03	-6.4527e-01	9.1719e-01	-1.0064e+02	1.4305e+02	1.7730e-01
ASoC_TNFa_11samp_WGS	5.5855e-04	6.1962e-02	1.6640e-01	1.1093e+02	2.9792e+02	6.6626e-01
ASoC_UT_11samp_WGS	4.8543e-04	3.8209e-01	6.7181e-01	7.8710e+02	1.3839e+03	4.8243e-01
MAFbin1	6.1034e-02	-1.1792e-01	3.8868e-01	-1.9321e+00	6.3683e+00	5.6597e-01
MAFbin2	5.9542e-02	6.9504e-01	8.1134e-01	1.1673e+01	1.3626e+01	1.7262e-01
MAFbin3	5.9394e-02	6.8287e-03	3.7848e-01	1.1497e-01	6.3724e+00	8.8034e-01
MAFbin4	6.0043e-02	-6.5577e-01	7.7325e-01	-1.0922e+01	1.2878e+01	3.0955e-02
MAFbin5	5.8625e-02	7.9244e-01	8.1952e-01	1.3517e+01	1.3979e+01	3.2667e-02
MAFbin6	5.9415e-02	7.3598e-01	7.3157e-01	1.2387e+01	1.2313e+01	3.4959e-02
MAFbin7	5.9469e-02	4.1312e-01	4.6565e-01	6.9468e+00	7.8301e+00	1.2082e-01
MAFbin8	5.9765e-02	-4.0673e-02	3.1023e-01	-6.8056e-01	5.1909e+00	7.4126e-01
MAFbin9	6.0284e-02	-1.2015e-01	4.0758e-01	-1.9930e+00	6.7611e+00	6.4212e-01
MAFbin10	5.8711e-02	1.5040e-01	3.9518e-01	2.5616e+00	6.7309e+00	8.0579e-01
MAF_Adj_Predicted_Allele_Age	2.0228e-06	3.3251e-02	1.7144e+00	1.6438e+04	8.4752e+05	9.8387e-01
MAF_Adj_LLD_AFR	1.6675e-03	1.2853e-01	9.0186e-01	7.7080e+01	5.4085e+02	8.7634e-01
Recomb_Rate_10kb	1.5151e+00	-1.4693e+00	6.2728e+00	-9.6974e-01	4.1401e+00	4.4702e-01
Nucleotide_Diversity_10kb	4.4496e+00	3.1374e+00	2.2005e+00	7.0509e-01	4.9453e-01	3.6196e-01
Backgrd_Selection_Stat	1.8503e-01	2.5278e-01	1.6857e-01	1.3661e+00	9.1101e-01	6.3469e-01
CpG_Content_50kb	1.0097e-02	8.0179e-03	4.6016e-03	7.9407e-01	4.5573e-01	5.0810e-01

---

File: Phe_276_13_enrichment.results
Category	Prop._SNPs	Prop._h2	Prop._h2_std_error	Enrichment	Enrichment_std_error	Enrichment_p
020222_ATAC_Stim_TNFa	6.3614e-03	5.4329e-01	4.6171e-01	8.5404e+01	7.2581e+01	8.8208e-02
020222_ATAC_Stim_UT	6.4117e-03	9.3965e-01	6.4637e-01	1.4655e+02	1.0081e+02	1.7868e-02
ASoC_TNFa_11samp_WGS	5.5855e-04	7.8617e-02	1.5326e-01	1.4075e+02	2.7439e+02	5.8573e-01
ASoC_UT_11samp_WGS	4.8543e-04	2.2677e-01	3.2121e-01	4.6715e+02	6.6169e+02	4.3250e-01
MAFbin1	6.1034e-02	-2.1874e-02	2.2143e-01	-3.5839e-01	3.6279e+00	6.8817e-01
MAFbin2	5.9542e-02	3.0551e-01	2.9398e-01	5.1310e+00	4.9373e+00	3.1746e-01
MAFbin3	5.9394e-02	-6.2766e-02	2.3006e-01	-1.0568e+00	3.8735e+00	5.4397e-01
MAFbin4	6.0043e-02	-3.1502e-01	3.0231e-01	-5.2466e+00	5.0349e+00	6.9579e-02
MAFbin5	5.8625e-02	6.4889e-01	5.9177e-01	1.1069e+01	1.0094e+01	1.4513e-01
MAFbin6	5.9415e-02	-3.9237e-01	3.7937e-01	-6.6039e+00	6.3851e+00	5.8129e-02
MAFbin7	5.9469e-02	1.9747e-01	2.2502e-01	3.3205e+00	3.7838e+00	4.8971e-01
MAFbin8	5.9765e-02	8.6360e-01	5.9113e-01	1.4450e+01	9.8909e+00	5.4302e-03
MAFbin9	6.0284e-02	-6.4484e-02	2.8638e-01	-1.0697e+00	4.7504e+00	6.4688e-01
MAFbin10	5.8711e-02	-8.1242e-03	2.3113e-01	-1.3838e-01	3.9368e+00	7.7003e-01
MAF_Adj_Predicted_Allele_Age	2.0228e-06	9.1869e-01	1.6265e+00	4.5416e+05	8.0405e+05	5.1098e-01
MAF_Adj_LLD_AFR	1.6675e-03	-8.7743e-02	6.1182e-01	-5.2620e+01	3.6691e+02	8.9313e-01
Recomb_Rate_10kb	1.5151e+00	-1.8914e+00	4.2848e+00	-1.2483e+00	2.8280e+00	2.2208e-01
Nucleotide_Diversity_10kb	4.4496e+00	3.2398e+00	1.3313e+00	7.2810e-01	2.9918e-01	2.4272e-01
Backgrd_Selection_Stat	1.8503e-01	3.7646e-01	1.5320e-01	2.0346e+00	8.2794e-01	3.4784e-02
CpG_Content_50kb	1.0097e-02	1.4619e-02	2.6775e-03	1.4478e+00	2.6518e-01	4.2248e-02

---

File: Phe_276_14_enrichment.results
Category	Prop._SNPs	Prop._h2	Prop._h2_std_error	Enrichment	Enrichment_std_error	Enrichment_p
020222_ATAC_Stim_TNFa	6.3614e-03	2.0722e-01	1.4532e-01	3.2574e+01	2.2844e+01	1.3896e-01
020222_ATAC_Stim_UT	6.4117e-03	2.1183e-01	1.7348e-01	3.3039e+01	2.7057e+01	2.3454e-01
ASoC_TNFa_11samp_WGS	5.5855e-04	-4.5384e-02	6.0233e-02	-8.1253e+01	1.0784e+02	4.3763e-01
ASoC_UT_11samp_WGS	4.8543e-04	-3.0769e-02	5.1532e-02	-6.3385e+01	1.0616e+02	5.2877e-01
MAFbin1	6.1034e-02	-1.7714e-03	7.4798e-02	-2.9023e-02	1.2255e+00	3.7494e-01
MAFbin2	5.9542e-02	1.4549e-01	9.5016e-02	2.4435e+00	1.5958e+00	3.4695e-01
MAFbin3	5.9394e-02	-1.1756e-01	8.1456e-02	-1.9794e+00	1.3715e+00	1.1386e-02
MAFbin4	6.0043e-02	-2.9183e-02	1.0070e-01	-4.8604e-01	1.6772e+00	3.6552e-01
MAFbin5	5.8625e-02	1.2320e-01	1.1455e-01	2.1016e+00	1.9539e+00	5.7342e-01
MAFbin6	5.9415e-02	3.0428e-02	8.7886e-02	5.1213e-01	1.4792e+00	7.4077e-01
MAFbin7	5.9469e-02	3.9014e-01	1.7550e-01	6.5604e+00	2.9511e+00	1.7931e-02
MAFbin8	5.9765e-02	1.0813e-02	1.2888e-01	1.8093e-01	2.1564e+00	7.0193e-01
MAFbin9	6.0284e-02	5.7771e-03	1.2175e-01	9.5831e-02	2.0196e+00	6.5192e-01
MAFbin10	5.8711e-02	1.2229e-01	9.6664e-02	2.0828e+00	1.6464e+00	4.9909e-01
MAF_Adj_Predicted_Allele_Age	2.0228e-06	-2.7065e-01	3.6026e-01	-1.3380e+05	1.7810e+05	4.8252e-01
MAF_Adj_LLD_AFR	1.6675e-03	-4.3878e-01	2.3478e-01	-2.6314e+02	1.4080e+02	7.5089e-02
Recomb_Rate_10kb	1.5151e+00	3.7980e+00	1.3189e+00	2.5067e+00	8.7048e-01	1.0919e-01
Nucleotide_Diversity_10kb	4.4496e+00	4.0756e+00	4.4824e-01	9.1593e-01	1.0074e-01	3.8906e-01
Backgrd_Selection_Stat	1.8503e-01	2.0047e-01	4.9584e-02	1.0834e+00	2.6798e-01	7.5379e-01
CpG_Content_50kb	1.0097e-02	1.2216e-02	7.7917e-04	1.2098e+00	7.7168e-02	1.4740e-02

---

File: Phe_276_1_enrichment.results
Category	Prop._SNPs	Prop._h2	Prop._h2_std_error	Enrichment	Enrichment_std_error	Enrichment_p
020222_ATAC_Stim_TNFa	6.3614e-03	4.9996e-01	5.3211e-01	7.8593e+01	8.3647e+01	2.3958e-01
020222_ATAC_Stim_UT	6.4117e-03	7.1126e-01	6.1905e-01	1.1093e+02	9.6551e+01	1.0387e-01
ASoC_TNFa_11samp_WGS	5.5855e-04	8.1523e-02	2.4673e-01	1.4595e+02	4.4173e+02	7.2252e-01
ASoC_UT_11samp_WGS	4.8543e-04	7.5567e-01	1.0003e+00	1.5567e+03	2.0607e+03	3.6941e-01
MAFbin1	6.1034e-02	-1.6631e-01	2.9493e-01	-2.7250e+00	4.8323e+00	3.4981e-01
MAFbin2	5.9542e-02	4.6203e-01	4.1941e-01	7.7597e+00	7.0439e+00	2.1897e-01
MAFbin3	5.9394e-02	-6.1747e-04	3.2209e-01	-1.0396e-02	5.4230e+00	8.4602e-01
MAFbin4	6.0043e-02	-4.2359e-01	4.5443e-01	-7.0549e+00	7.5683e+00	1.0768e-01
MAFbin5	5.8625e-02	9.7252e-01	7.1095e-01	1.6589e+01	1.2127e+01	2.8462e-02
MAFbin6	5.9415e-02	5.0106e-01	4.6059e-01	8.4333e+00	7.7522e+00	1.7847e-01
MAFbin7	5.9469e-02	3.6589e-01	4.6133e-01	6.1526e+00	7.7575e+00	4.1670e-01
MAFbin8	5.9765e-02	2.6924e-01	3.7246e-01	4.5049e+00	6.2321e+00	5.1604e-01
MAFbin9	6.0284e-02	4.3251e-01	4.6949e-01	7.1746e+00	7.7879e+00	3.3458e-01
MAFbin10	5.8711e-02	-5.5073e-01	4.7239e-01	-9.3803e+00	8.0459e+00	2.4927e-02
MAF_Adj_Predicted_Allele_Age	2.0228e-06	1.0385e+00	1.9703e+00	5.1337e+05	9.7401e+05	5.2159e-01
MAF_Adj_LLD_AFR	1.6675e-03	-9.5537e-01	8.3351e-01	-5.7294e+02	4.9986e+02	2.2453e-01
Recomb_Rate_10kb	1.5151e+00	2.9126e+00	3.5672e+00	1.9223e+00	2.3544e+00	7.0351e-01
Nucleotide_Diversity_10kb	4.4496e+00	5.1736e+00	1.2844e+00	1.1627e+00	2.8866e-01	5.5614e-01
Backgrd_Selection_Stat	1.8503e-01	1.0855e-02	1.5125e-01	5.8667e-02	8.1740e-01	1.0600e-01
CpG_Content_50kb	1.0097e-02	1.0244e-02	2.6697e-03	1.0145e+00	2.6440e-01	9.5612e-01

---

File: Phe_276_4_enrichment.results
Category	Prop._SNPs	Prop._h2	Prop._h2_std_error	Enrichment	Enrichment_std_error	Enrichment_p
020222_ATAC_Stim_TNFa	6.3614e-03	5.3426e-01	7.0650e-01	8.3986e+01	1.1106e+02	3.3782e-01
020222_ATAC_Stim_UT	6.4117e-03	-3.5923e-01	7.6825e-01	-5.6028e+01	1.1982e+02	5.5465e-01
ASoC_TNFa_11samp_WGS	5.5855e-04	-6.7523e-02	2.0654e-01	-1.2089e+02	3.6978e+02	7.0472e-01
ASoC_UT_11samp_WGS	4.8543e-04	-6.1232e-02	1.4318e-01	-1.2614e+02	2.9494e+02	6.5725e-01
MAFbin1	6.1034e-02	1.9403e-01	4.0379e-01	3.1790e+00	6.6158e+00	7.1726e-01
MAFbin2	5.9542e-02	-4.2582e-01	6.2361e-01	-7.1517e+00	1.0473e+01	2.2100e-01
MAFbin3	5.9394e-02	1.0973e+00	1.1954e+00	1.8475e+01	2.0127e+01	1.6223e-01
MAFbin4	6.0043e-02	1.0769e-01	4.1017e-01	1.7935e+00	6.8313e+00	9.0063e-01
MAFbin5	5.8625e-02	5.3462e-01	5.5465e-01	9.1193e+00	9.4610e+00	1.0397e-01
MAFbin6	5.9415e-02	1.2107e-01	3.3014e-01	2.0377e+00	5.5565e+00	8.3929e-01
MAFbin7	5.9469e-02	-4.2536e-01	4.7438e-01	-7.1526e+00	7.9769e+00	6.4432e-03
MAFbin8	5.9765e-02	9.5664e-02	3.0971e-01	1.6007e+00	5.1822e+00	9.0612e-01
MAFbin9	6.0284e-02	1.0974e-01	4.2155e-01	1.8205e+00	6.9928e+00	8.9921e-01
MAFbin10	5.8711e-02	-2.4681e-01	4.1456e-01	-4.2038e+00	7.0609e+00	3.0831e-01
MAF_Adj_Predicted_Allele_Age	2.0228e-06	1.4213e+00	2.0121e+00	7.0261e+05	9.9467e+05	2.4598e-01
MAF_Adj_LLD_AFR	1.6675e-03	-2.5715e-01	7.4785e-01	-1.5421e+02	4.4849e+02	7.1738e-01
Recomb_Rate_10kb	1.5151e+00	6.2377e+00	4.6968e+00	4.1169e+00	3.0999e+00	2.5543e-01
Nucleotide_Diversity_10kb	4.4496e+00	4.3125e+00	1.6244e+00	9.6918e-01	3.6506e-01	9.2134e-01
Backgrd_Selection_Stat	1.8503e-01	6.8682e-02	1.7409e-01	3.7118e-01	9.4087e-01	3.4606e-01
CpG_Content_50kb	1.0097e-02	1.1774e-02	3.6010e-03	1.1660e+00	3.5664e-01	6.5688e-01

---

File: Phe_276_5_enrichment.results
Category	Prop._SNPs	Prop._h2	Prop._h2_std_error	Enrichment	Enrichment_std_error	Enrichment_p
020222_ATAC_Stim_TNFa	6.3614e-03	5.2964e-01	4.6535e-01	8.3259e+01	7.3152e+01	6.4177e-02
020222_ATAC_Stim_UT	6.4117e-03	4.5107e-01	4.3294e-01	7.0351e+01	6.7524e+01	7.5308e-02
ASoC_TNFa_11samp_WGS	5.5855e-04	2.2535e-01	2.4590e-01	4.0345e+02	4.4025e+02	1.8096e-01
ASoC_UT_11samp_WGS	4.8543e-04	1.3138e-01	1.6373e-01	2.7064e+02	3.3728e+02	3.0283e-01
MAFbin1	6.1034e-02	3.5866e-01	3.0385e-01	5.8764e+00	4.9783e+00	2.0498e-01
MAFbin2	5.9542e-02	2.3457e-01	2.6140e-01	3.9395e+00	4.3902e+00	4.2413e-01
MAFbin3	5.9394e-02	3.6960e-01	5.6559e-01	6.2229e+00	9.5228e+00	5.4550e-01
MAFbin4	6.0043e-02	3.1526e-02	2.6255e-01	5.2506e-01	4.3727e+00	9.1178e-01
MAFbin5	5.8625e-02	4.0445e-01	3.5939e-01	6.8990e+00	6.1304e+00	1.0289e-01
MAFbin6	5.9415e-02	-3.6690e-01	3.3926e-01	-6.1753e+00	5.7100e+00	7.6858e-03
MAFbin7	5.9469e-02	1.0983e-01	2.1564e-01	1.8468e+00	3.6261e+00	7.9867e-01
MAFbin8	5.9765e-02	4.6946e-01	4.6061e-01	7.8551e+00	7.7071e+00	1.6620e-01
MAFbin9	6.0284e-02	-3.9648e-01	3.7031e-01	-6.5769e+00	6.1427e+00	5.2951e-02
MAFbin10	5.8711e-02	5.7382e-02	2.5570e-01	9.7736e-01	4.3553e+00	9.9567e-01
MAF_Adj_Predicted_Allele_Age	2.0228e-06	-9.0078e-01	8.6941e-01	-4.4531e+05	4.2980e+05	3.1480e-01
MAF_Adj_LLD_AFR	1.6675e-03	-3.3465e-01	4.4413e-01	-2.0069e+02	2.6635e+02	4.7675e-01
Recomb_Rate_10kb	1.5151e+00	1.4408e+00	2.9716e+00	9.5091e-01	1.9613e+00	9.7865e-01
Nucleotide_Diversity_10kb	4.4496e+00	6.6127e+00	1.4247e+00	1.4861e+00	3.2017e-01	7.5059e-02
Backgrd_Selection_Stat	1.8503e-01	2.6892e-02	1.5963e-01	1.4533e-01	8.6271e-01	1.2440e-01
CpG_Content_50kb	1.0097e-02	5.9707e-03	4.1660e-03	5.9133e-01	4.1259e-01	6.9006e-02

---

File: Phe_276_enrichment.results
Category	Prop._SNPs	Prop._h2	Prop._h2_std_error	Enrichment	Enrichment_std_error	Enrichment_p
020222_ATAC_Stim_TNFa	6.3614e-03	3.7825e-01	2.9669e-01	5.9461e+01	4.6639e+01	1.0441e-01
020222_ATAC_Stim_UT	6.4117e-03	5.1182e-01	3.4817e-01	7.9827e+01	5.4303e+01	6.5680e-02
ASoC_TNFa_11samp_WGS	5.5855e-04	4.2701e-02	1.4935e-01	7.6449e+01	2.6739e+02	7.6203e-01
ASoC_UT_11samp_WGS	4.8543e-04	4.6174e-01	5.3910e-01	9.5119e+02	1.1105e+03	3.4578e-01
MAFbin1	6.1034e-02	-9.4801e-02	1.6956e-01	-1.5532e+00	2.7781e+00	2.8155e-01
MAFbin2	5.9542e-02	2.0151e-02	1.7817e-01	3.3843e-01	2.9924e+00	8.2234e-01
MAFbin3	5.9394e-02	1.8791e-01	2.0686e-01	3.1637e+00	3.4829e+00	5.1997e-01
MAFbin4	6.0043e-02	1.4590e-01	2.2347e-01	2.4299e+00	3.7218e+00	6.8707e-01
